"/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=-0.067,umc_mc_d_cox_vp=0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=0,umc_mc_d_cox_vp=0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=-0.067) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=-0.067) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0) Y","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0.067) X","/OA_Charge (umc_mc_d_c1_vp=0.067,umc_mc_d_cox_vp=0.067) Y"
1.627153314641294e-07,1.336008277377047e-07,1.627153314624348e-07,1.335988654323188e-07,1.62715331469289e-07,1.335968964877185e-07,1.627153316060038e-07,1.279812420238196e-07,1.627153316048566e-07,1.279794335275264e-07,1.62715331606577e-07,1.279776187400451e-07,1.627153311894014e-07,1.210480644428016e-07,1.627153311897312e-07,1.210463680580508e-07,1.627153311874687e-07,1.21044668917376e-07
1.693670845086217e-07,1.476126047359308e-07,1.69367084525826e-07,1.476116654656312e-07,1.693670845045543e-07,1.476107320618976e-07,1.693670847420946e-07,1.399597895527516e-07,1.693670847244296e-07,1.399590137991625e-07,1.693670847482199e-07,1.399581987839136e-07,1.693670840394557e-07,1.348300751235219e-07,1.693670840407122e-07,1.348293830618155e-07,1.693670840433239e-07,1.348287090841238e-07
1.79467389785989e-07,2.379199483953125e-07,1.794673897941847e-07,2.379172152041953e-07,1.794673895748703e-07,2.379144887208162e-07,1.794673899365297e-07,2.271548201852514e-07,1.794673899942574e-07,2.271522985539426e-07,1.794673897800284e-07,2.27149766015658e-07,1.794673890650277e-07,2.155611584254624e-07,1.794673892562457e-07,2.155588246171538e-07,1.794673890250632e-07,2.155565099300759e-07
1.897336948929945e-07,2.315193407658682e-07,1.897336948970924e-07,2.315177813414804e-07,1.897336947874352e-07,2.315162325367879e-07,1.897336949682649e-07,2.197316377935073e-07,1.897336949971287e-07,2.197302977528183e-07,1.897336948900142e-07,2.197289088673694e-07,1.897336945325139e-07,2.10855290723527e-07,1.897336946281228e-07,2.108541020798605e-07,1.897336945125316e-07,2.108529074322956e-07
2e-07,2.861069101540894e-07,2e-07,2.861038392755174e-07,2e-07,2.861007378716065e-07,2e-07,2.72963052458354e-07,2e-07,2.729602262649431e-07,2e-07,2.729573653302034e-07,2e-07,2.592152641276241e-07,2e-07,2.592126279653528e-07,2e-07,2.592100078190266e-07
2.00025e-07,0.07928045322840239,2.00025e-07,0.07927840585079772,2.00025e-07,0.07927635857378761,2.00025e-07,0.07951502544994087,2.00025e-07,0.07951300858391755,2.00025e-07,0.07951099181526927,2.00025e-07,0.07965824827610452,2.00025e-07,0.07965626260885542,2.00025e-07,0.07965427703599966
2.00035018987218e-07,0.1142632316913414,2.00035018987218e-07,0.1142602988814646,2.00035018987218e-07,0.1142573662151726,2.00035018987218e-07,0.1146183779658386,2.00035018987218e-07,0.1146154886135601,2.00035018987218e-07,0.1146125994002954,2.000350189871694e-07,0.1148378063579619,2.000350189871694e-07,0.114834957736232,2.000350189871694e-07,0.1148321092496746
2.000550569616539e-07,0.2001284117791172,2.000550569616539e-07,0.2001234411630339,2.000550569616539e-07,0.2001184707857659,2.000550569616539e-07,0.2009213982425405,2.000550569616539e-07,0.2009164952663099,2.000550569616539e-07,0.2009115925212123,2.000550569615083e-07,0.2014472929747272,2.000550569615083e-07,0.2014424281723271,2.000550569615083e-07,0.2014375635972004
2.000714391579026e-07,0.283514924176721,2.000714391579014e-07,0.2835081489039282,2.000714391579003e-07,0.2835013739440604,2.000714391561945e-07,0.2849200949282242,2.000714391561935e-07,0.2849134053801507,2.000714391561924e-07,0.2849067161351351,2.000714391543518e-07,0.2859295827633476,2.000714391543504e-07,0.2859229366709,2.00071439154349e-07,0.2859162908767732
2.000834535316214e-07,0.3510304264444796,2.000834535316196e-07,0.3510223154737471,2.000834535316183e-07,0.3510142048644617,2.000834535293779e-07,0.3530672314905436,2.000834535293763e-07,0.3530592210612267,2.000834535293752e-07,0.3530512109825003,2.00083453526962e-07,0.3546092279080694,2.000834535269601e-07,0.3546012788353463,2.00083453526958e-07,0.3545933301014519
2.000917267658107e-07,0.4002395772528962,2.000917267658098e-07,0.4002305418974105,2.000917267658092e-07,0.4002215069317521,2.000917267646889e-07,0.4027887589158403,2.000917267646881e-07,0.4027798342835193,2.000917267646876e-07,0.4027709100287248,2.00091726763481e-07,0.4047641739041811,2.000917267634801e-07,0.4047553143415105,2.00091726763479e-07,0.4047464551462494
2.000958633829053e-07,0.4256898714136796,2.000958633829049e-07,0.4256803557572971,2.000958633829046e-07,0.4256708405061336,2.000958633823445e-07,0.4285012166538307,2.000958633823441e-07,0.4284918156741573,2.000958633823438e-07,0.4284824150866308,2.000958633817405e-07,0.4307003603133508,2.0009586338174e-07,0.43069103039281,2.000958633817395e-07,0.430681700855397
2.001e-07,0.4517754897678909,2.001e-07,0.4517654685696489,2.001e-07,0.4517554477941904,2.001e-07,0.4548438803771817,2.001e-07,0.4548339822106729,2.001e-07,0.4548240844531678,2.001e-07,0.4572672864309759,2.001e-07,0.4572574730435363,2.001e-07,0.4572476600557813
2.00102738381045e-07,0.467931802603882,2.001027383810602e-07,0.4679214856578287,2.001027383810757e-07,0.4679111687646044,2.001027383846495e-07,0.4711739564021693,2.001027383846647e-07,0.4711637670229039,2.0010273838468e-07,0.4711535780629471,2.001027383883354e-07,0.4737495874970356,2.001027383883504e-07,0.4737394916040188,2.001027383883654e-07,0.4737293961235313
2.001070099289007e-07,0.4921623284109438,2.001070099288496e-07,0.4921515774136211,2.001070099287986e-07,0.4921408265102556,2.001070098144652e-07,0.4956763104624288,2.001070098144858e-07,0.4956656873227894,2.001070098145067e-07,0.4956550646165469,2.001070097086148e-07,0.4984840567561308,2.001070097085351e-07,0.4984735352735866,2.001070097084555e-07,0.4984630142168417
2.001108565910639e-07,0.5123906232502451,2.001108565910088e-07,0.5123795201687398,2.001108565909541e-07,0.5123684172288029,2.001108564654712e-07,0.5161487541153288,2.001108564654935e-07,0.5161377854921552,2.001108564655159e-07,0.5161268173117253,2.001108563493648e-07,0.5191685382514528,2.001108563492788e-07,0.5191576766551382,2.00110856349193e-07,0.5191468154943462
2.001152334656707e-07,0.5337913683597963,2.001152334655794e-07,0.533779917355267,2.001152334654885e-07,0.5337684665205745,2.001152332791651e-07,0.5378266327957577,2.001152332791928e-07,0.5378153207974885,2.001152332792205e-07,0.5378040092500985,2.001152331074529e-07,0.5410938431555705,2.0011523310732e-07,0.5410826474498157,2.001152331071874e-07,0.5410714521875076
2.001188780596678e-07,0.5504242285603403,2.001188780595894e-07,0.5504125322141433,2.001188780595115e-07,0.5504008360708915,2.001188779272701e-07,0.5546952837898456,2.00118877927283e-07,0.5546837211795044,2.001188779272954e-07,0.5546721590231719,2.001188778054762e-07,0.5581719831543372,2.00118877805369e-07,0.5581605430462175,2.001188778052619e-07,0.5581491033846557
2.00122086158992e-07,0.5642079357816372,2.001220861589065e-07,0.5641960611277702,2.001220861588216e-07,0.564184186687035,2.001220860007915e-07,0.5687011320714678,2.001220860008082e-07,0.5686893911567248,2.001220860008244e-07,0.5686776506969304,2.001220858665645e-07,0.5723776409878557,2.001220858664487e-07,0.5723660256507447,2.00122085866333e-07,0.5723544107610147
2.001270000461993e-07,0.5838667182001592,2.001270000460246e-07,0.583854633680177,2.001270000458519e-07,0.5838425494082122,2.00126999859264e-07,0.5887153011427327,2.001269998593493e-07,0.5887033350781711,2.00126999859433e-07,0.5886913694626327,2.001269995216179e-07,0.5927060313349214,2.00126999521349e-07,0.5926941918306993,2.00126999521082e-07,0.5926823527784449
2.001309786211988e-07,0.5985270940285339,2.001309786210135e-07,0.5985148956399248,2.001309786208305e-07,0.5985026975810507,2.001309783924092e-07,0.6036845875200871,2.001309783925241e-07,0.603672500672082,2.001309783926377e-07,0.6036604142686887,2.001309780092765e-07,0.6079543053522304,2.001309780089916e-07,0.6079423450062675,2.001309780087089e-07,0.6079303851072133
2.001363980670549e-07,0.6168024716443615,2.001363980668175e-07,0.6167902099127426,2.00136398066583e-07,0.6167779485368584,2.001363977247169e-07,0.6224122556049153,2.001363977248834e-07,0.6224000634251856,2.00136397725048e-07,0.6223878716769438,2.001363972354258e-07,0.6270777164129261,2.001363972350564e-07,0.6270656452806637,2.001363972346902e-07,0.6270535745867865
2.001441774806955e-07,0.6397510279598138,2.001441774804034e-07,0.6397387788889384,2.001441774801169e-07,0.6397265301630372,2.001441769202694e-07,0.6460532184631625,2.001441769205091e-07,0.6460410297697661,2.00144176920746e-07,0.6460288414991167,2.001441762815094e-07,0.6513438676539604,2.001441762810597e-07,0.6513317781076465,2.001441762806147e-07,0.6513196889784797
2.001543618362337e-07,0.6645731581615894,2.001543618358735e-07,0.6645611270796558,2.001543618355215e-07,0.6645490963406677,2.001543611448122e-07,0.6718124663198833,2.001543611451123e-07,0.6718004509579578,2.001543611454085e-07,0.6717884359723686,2.001543603587091e-07,0.6779511168707782,2.001543603581635e-07,0.6779391898263519,2.001543603576237e-07,0.6779272631599705
2.00167611543239e-07,0.6893420019498486,2.001676115427345e-07,0.6893304079142161,2.001676115422389e-07,0.6893188141743292,2.001676106227219e-07,0.6977552567606669,2.001676106230996e-07,0.6977436680164474,2.001676106234724e-07,0.6977320795893609,2.001676095377192e-07,0.7050004285013199,2.001676095369463e-07,0.7049889211002558,2.001676095361818e-07,0.7049774140228759
2.001860785731236e-07,0.7129969973307188,2.001860785724092e-07,0.7129861099902792,2.001860785717106e-07,0.7129752229227911,2.00186077243006e-07,0.7228424883347723,2.001860772436327e-07,0.7228316292644951,2.001860772442521e-07,0.7228207704430272,2.001860756611886e-07,0.7314697862322728,2.001860756600825e-07,0.7314590016802872,2.001860756589889e-07,0.7314482173849656
2.002027350554559e-07,0.7264566814414705,2.002027350548739e-07,0.7264464027595994,2.002027350543063e-07,0.7264361243015982,2.002027334231856e-07,0.7373275397284449,2.002027334245163e-07,0.7373173202674438,2.002027334258422e-07,0.7373071010152317,2.002027319202621e-07,0.7469632243742041,2.002027319194792e-07,0.7469530890832314,2.002027319187084e-07,0.7469429540005229
2.002197817849633e-07,0.7351709066408645,2.002197817845819e-07,0.7351611539967913,2.002197817842167e-07,0.7351514015713373,2.002197802575293e-07,0.7468317394075623,2.00219780258787e-07,0.7468220804846515,2.002197802600402e-07,0.746812421657798,2.002197787625202e-07,0.7572563994994531,2.002197787617311e-07,0.7572468448934371,2.002197787609544e-07,0.7572372904639443
2.002385460220155e-07,0.7410017007617236,2.002385460214811e-07,0.7409923941525786,2.002385460209646e-07,0.7409830877342424,2.002385439408383e-07,0.7532725651264172,2.002385439424588e-07,0.7532633854769535,2.002385439440729e-07,0.753254205870814,2.002385418905858e-07,0.764317805817576,2.00238541889389e-07,0.7643087551857927,2.002385418882067e-07,0.7642997047126958
2.00263880585746e-07,0.7452628944286028,2.002638805882905e-07,0.7452539965609601,2.002638805908319e-07,0.7452450988565711,2.002638778052207e-07,0.7580438092110854,2.002638778080108e-07,0.7580350785183049,2.002638778108084e-07,0.75802634792039,2.002638755468687e-07,0.7696191272600925,2.002638755493498e-07,0.7696105583869978,2.002638755518301e-07,0.7696019896612157
2.002855867105784e-07,0.7470231043455624,2.002855867128202e-07,0.7470144230746257,2.00285586715064e-07,0.7470057419692462,2.002855835474359e-07,0.7600443448104908,2.002855835506332e-07,0.7600358544235462,2.002855835538383e-07,0.7600273641580374,2.002855811168684e-07,0.7718735643636726,2.002855811193724e-07,0.7718652585560257,2.002855811218768e-07,0.7718569528978492
2.003130372946603e-07,0.7480840645765811,2.003130372973955e-07,0.7480755441841366,2.003130373001318e-07,0.7480670239862713,2.00313033182318e-07,0.7612616289839232,2.003130331860708e-07,0.7612533231273007,2.00313033189832e-07,0.7612450174171689,2.003130299443271e-07,0.7732606725917314,2.003130299472296e-07,0.7732525718991629,2.003130299501338e-07,0.7732444713611496
2.003480300463915e-07,0.7485755412787908,2.003480300488058e-07,0.7485671227292219,2.003480300512302e-07,0.7485587043686763,2.003480243755425e-07,0.7618265566449408,2.003480243802801e-07,0.761818368519842,2.003480243850275e-07,0.7618101805588643,2.003480196890496e-07,0.7739072054664583,2.003480196917108e-07,0.7738992388721713,2.003480196943804e-07,0.7738912724395781
2.004012148074689e-07,0.7487171999701209,2.004012148131206e-07,0.7487088352591931,2.004012148187691e-07,0.7487004707566673,2.004012068752928e-07,0.7619798833590609,2.004012068821414e-07,0.7619717615375374,2.004012068889993e-07,0.7619636398953876,2.004012001058518e-07,0.7740750168442645,2.004012001106973e-07,0.7740671280249845,2.004012001155493e-07,0.7740592393742153
2.00479385870461e-07,0.7486802411682608,2.004793858774397e-07,0.7486718887195852,2.004793858844233e-07,0.7486635364667287,2.004793713506311e-07,0.7619195741155877,2.004793713624241e-07,0.7619114668023831,2.004793713742589e-07,0.7619033596741817,2.004793605524962e-07,0.773986525604817,2.004793605612814e-07,0.7739786550809895,2.004793605700746e-07,0.7739707847296803
2.006157701695179e-07,0.7486502406954071,2.006157701891485e-07,0.7486418854645597,2.006157702087375e-07,0.7486335304422512,2.006157502157164e-07,0.7618722355139372,2.006157502336505e-07,0.7618641261763607,2.006157502515994e-07,0.7618560170260125,2.006157248651936e-07,0.7739163178255105,2.00615724879114e-07,0.7739084447741664,2.006157248930536e-07,0.7739005718959793
2.008520979100034e-07,0.7486564685114134,2.008520941087845e-07,0.7486481136964023,2.008520903071467e-07,0.7486397590767202,2.008405598413274e-07,0.7618792355546009,2.00840556362606e-07,0.7618711250255628,2.008405528839837e-07,0.7618630146823032,2.008310503941772e-07,0.7739229647998449,2.00831047857236e-07,0.7739150901051695,2.008310453202969e-07,0.7739072155833723
2.012481583353219e-07,0.7486529099600612,2.012481542956735e-07,0.7486445547919482,2.012481502559875e-07,0.7486361998322286,2.012297960026746e-07,0.7618759587657821,2.012297859948854e-07,0.7618678493843865,2.012297759872934e-07,0.7618597401901015,2.011939002654585e-07,0.7739208531445328,2.011938923536354e-07,0.7739129797781076,2.011938844418521e-07,0.7739051065843916
2.018045284472226e-07,0.7486544416766647,2.01804521782166e-07,0.7486460869059208,2.018045151164597e-07,0.7486377323306406,2.017773565301307e-07,0.7618772497688463,2.017773432982445e-07,0.7618691393354572,2.017773300666068e-07,0.7618610290879175,2.017404013526081e-07,0.7739211651984195,2.017403912714502e-07,0.7739132906748412,2.017403811899048e-07,0.7739054163239237
2.026718139126966e-07,0.7486517701086653,2.026718069313377e-07,0.7486434149361337,2.026717999499779e-07,0.7486350599724375,2.026399967521676e-07,0.7618748829960664,2.026399793831889e-07,0.761866773586437,2.026399620140474e-07,0.7618586643649862,2.02571550410026e-07,0.7739198119853078,2.025715362717036e-07,0.7739119385574419,2.025715221334493e-07,0.7739040653015584
2.03944654798649e-07,0.7486521206012563,2.039446413824623e-07,0.7486437658634348,2.039446279648341e-07,0.7486354113226393,2.038915594597657e-07,0.7618750635665313,2.038915343369263e-07,0.7618669531800072,2.038915092144542e-07,0.7618588429802,2.038059558559934e-07,0.773919181949805,2.038059361228959e-07,0.7739113074865891,2.038059163896069e-07,0.773903433193103
2.059589611906668e-07,0.7486490858791081,2.05958941342163e-07,0.7486407307301074,2.059589214931772e-07,0.7486323757923421,2.05875297366823e-07,0.7618723431240755,2.058752549276154e-07,0.7618642337328551,2.058752124913786e-07,0.7618561245310539,2.057235785814218e-07,0.7739174544223675,2.05723545213689e-07,0.7739095810002932,2.057235118459625e-07,0.7739017077469963
2.089724482368373e-07,0.7486486579341375,2.08972416697734e-07,0.7486403032374725,2.089723851558256e-07,0.7486319487337187,2.088428046518629e-07,0.7618717912665396,2.088427406528011e-07,0.7618636809273449,2.088426766550623e-07,0.761855570773399,2.086314335167829e-07,0.7739161882536817,2.086313837533665e-07,0.7739083138323278,2.086313339912112e-07,0.7739004395819654
2.124251901236304e-07,0.7486457448890346,2.124251526818598e-07,0.7486373897683628,2.124251152300969e-07,0.7486290348573004,2.123353682373069e-07,0.7618691345322203,2.123352943304101e-07,0.7618610251667916,2.123352204357771e-07,0.761852915988804,2.120907981293506e-07,0.7739144903675074,2.120907414731965e-07,0.7739066169580645,2.120906848007589e-07,0.7738987437182663
2.170712272645897e-07,0.7486453990056843,2.170711712548192e-07,0.7486370443422126,2.17071115234536e-07,0.7486286898753132,2.169673714361947e-07,0.7618686539077553,2.169672605045206e-07,0.7618605436056549,2.169671495806641e-07,0.7618524334876503,2.16604167569969e-07,0.773913347471993,2.166040830517467e-07,0.7739054730785252,2.166039985438117e-07,0.7738975988574545
2.256944960142706e-07,0.7486417779864187,2.256944209138064e-07,0.7486334229104764,2.256943459360581e-07,0.7486250680387828,2.255386817366638e-07,0.7618653441281471,2.255385321665166e-07,0.7618572348011251,2.255383824793514e-07,0.7618491256553669,2.247047298516324e-07,0.7739111784350162,2.247045432624246e-07,0.773903305067742,2.247043566152698e-07,0.7738954318609451
2.376727076389229e-07,0.7486407690482682,2.376725917692989e-07,0.7486324144370601,2.376724759823079e-07,0.7486240600252591,2.374041518161162e-07,0.7618642434023186,2.374039296450237e-07,0.7618561331488908,2.374037073464308e-07,0.7618480230718088,2.363207548425163e-07,0.7739095438102858,2.363205105587047e-07,0.7739016694660372,2.363202662550781e-07,0.7738937952870946
2.5e-07,0.7486377957625054,2.5e-07,0.7486294407159231,2.5e-07,0.7486210858765777,2.5e-07,0.7618615029710634,2.5e-07,0.7618533936584788,2.5e-07,0.761845284523433,2.5e-07,0.7739077699800877,2.5e-07,0.773899896603536,2.5e-07,0.7738920233853587
2.501e-07,0.6129205254664781,2.501e-07,0.6129147769626672,2.501e-07,0.6129090285653457,2.501e-07,0.6258229150166691,2.501e-07,0.6258173607037917,2.501e-07,0.6258118064764225,2.501e-07,0.6375993127991325,2.501e-07,0.6375939287835425,2.501e-07,0.6375885448400376
2.501135743559088e-07,0.5982986999257838,2.501135743559088e-07,0.5982931609424968,2.501135743559088e-07,0.5982876220621745,2.501135743559196e-07,0.6111039223691734,2.501135743559196e-07,0.6110985802112675,2.501135743559196e-07,0.6110932381350989,2.501135743558327e-07,0.6228197171751844,2.501135743558328e-07,0.6228145393500388,2.501135743558328e-07,0.6228093615935058
2.501401664823477e-07,0.5750828490154704,2.501401664830962e-07,0.5750775099495289,2.501401664838441e-07,0.5750721709923691,2.501401681806743e-07,0.5875398296886433,2.501401681820496e-07,0.5875346918534395,2.501401681834258e-07,0.5875295541042059,2.501401743630224e-07,0.5989692961049875,2.501401743643075e-07,0.5989643300661569,2.501401743655926e-07,0.5989593641000035
2.501655702927838e-07,0.5617836323715955,2.501655702935775e-07,0.5617781908925368,2.501655702943706e-07,0.5617727495404188,2.501655720937797e-07,0.5736985781765463,2.501655720952382e-07,0.573693343154715,2.501655720966975e-07,0.5736881082372655,2.501655786496398e-07,0.584640167749657,2.501655786510027e-07,0.5846351263017856,2.501655786523654e-07,0.5846300849432569
2.502076971538881e-07,0.5515352791575088,2.502076971486448e-07,0.5515295125880557,2.502076971434106e-07,0.5515237461670596,2.50207721653139e-07,0.5625701364506311,2.502077217603799e-07,0.5625645596686197,2.502077218676282e-07,0.5625589830125163,2.502081062229106e-07,0.5726314079699493,2.502081063417494e-07,0.5726260307857564,2.50208106460593e-07,0.572620653712255
2.50252933048474e-07,0.5488594232102257,2.50252933863953e-07,0.5488533759002349,2.502529346794593e-07,0.5488473287398857,2.502553203005234e-07,0.5592497010968532,2.502553213959182e-07,0.5592438291867765,2.502553224913509e-07,0.5592379574037899,2.50258480731406e-07,0.5686913862460536,2.502584818748701e-07,0.5686856859087878,2.502584830183683e-07,0.5686799856839877
2.503012401180849e-07,0.5487912576163172,2.503012412619651e-07,0.5487851381024114,2.503012424058785e-07,0.5487790187392733,2.503047631207314e-07,0.5590840465745883,2.50304764688286e-07,0.5590781057839709,2.503047662558832e-07,0.5590721651226971,2.503093185713631e-07,0.5684623576597725,2.503093202014803e-07,0.568456585952416,2.503093218316349e-07,0.5684508143601473
2.503578436712487e-07,0.5492527000741215,2.503578450495026e-07,0.5492465599139991,2.503578464278073e-07,0.5492404199037423,2.503621167731318e-07,0.5595575403267212,2.503621186467966e-07,0.5595515779588986,2.503621205205215e-07,0.5595456157199713,2.503676268061944e-07,0.5689488896741832,2.503676288304728e-07,0.5689430967349992,2.503676308548015e-07,0.568937303910635
2.504368043902197e-07,0.5496934568538193,2.504368056810575e-07,0.5496873117378775,2.504368069719749e-07,0.5496811667710015,2.504411708770994e-07,0.5600434620840616,2.504411724922009e-07,0.5600374910222879,2.50441174107417e-07,0.5600315200887381,2.504462522124255e-07,0.5694684280155293,2.504462540896555e-07,0.5694626258666086,2.504462559669775e-07,0.5694568238319039
2.505371297889823e-07,0.5498989835714243,2.505371311879908e-07,0.549892839687928,2.505371325871104e-07,0.549886695953132,2.505422548741198e-07,0.5602922781666264,2.50542256752016e-07,0.5602863074864443,2.505422586300634e-07,0.5602803369342055,2.505489025952302e-07,0.5697607917023942,2.505489047860156e-07,0.5697549888832969,2.505489069769242e-07,0.5697491861783344
2.506759188002956e-07,0.5499530212654516,2.506759204356866e-07,0.5499468780526026,2.506759220712269e-07,0.5499407349882666,2.506794157057953e-07,0.5603680344167754,2.506794180416782e-07,0.5603620640540077,2.506794203777652e-07,0.5603560938188394,2.506856900246151e-07,0.569858809930188,2.506856927801701e-07,0.5698530070003599,2.506856955358912e-07,0.5698472041844463
2.508814591375516e-07,0.5499556559706801,2.508814613350483e-07,0.5499495128992006,2.508814635327755e-07,0.5499433699762037,2.508785056983426e-07,0.5603745072350838,2.508785091523358e-07,0.5603685369301815,2.508785126066216e-07,0.5603625667531701,2.508813192849744e-07,0.5698693229008065,2.508813233481458e-07,0.5698635199325004,2.508813274115505e-07,0.5698577170779205
2.512528613348842e-07,0.5499552486822608,2.512528638625934e-07,0.5499491055769885,2.512528663907867e-07,0.5499429626200198,2.512210334006919e-07,0.560373917735829,2.512210380752555e-07,0.5603679474195614,2.512210427504356e-07,0.5603619772307397,2.512047221956318e-07,0.5698691391811738,2.512047281008337e-07,0.5698633361919644,2.512047340064976e-07,0.5698575333170327
2.519956657295495e-07,0.5499552478070594,2.519956689176835e-07,0.5499491047242807,2.519956721068092e-07,0.549942961789742,2.519060888053905e-07,0.5603738703709176,2.51906095921095e-07,0.5603679000592905,2.519061030380636e-07,0.5603619298758287,2.518515280169466e-07,0.5698687237847453,2.518515376062096e-07,0.5698629208089413,2.518515471963918e-07,0.5698571179469504
2.5348127451888e-07,0.5499551401421562,2.534812790278639e-07,0.5499489970521679,2.534812835388542e-07,0.5499428541098467,2.532761996147878e-07,0.5603738335754831,2.532762116127738e-07,0.5603678632635354,2.532762236133196e-07,0.5603618930798584,2.531451396595763e-07,0.5698688698358643,2.531451566169613e-07,0.5698630668549168,2.531451735761803e-07,0.5698572639881089
2.56452492097541e-07,0.5499548165902749,2.564524992482246e-07,0.5499486734995016,2.56452506402944e-07,0.5499425305607905,2.560164212335823e-07,0.560373520016042,2.560164429961315e-07,0.560367549704024,2.560164647638316e-07,0.5603615795225272,2.557323629448355e-07,0.569868651693019,2.557323946384648e-07,0.5698628487104582,2.557324263357572e-07,0.5698570458446786
2.623949272548631e-07,0.5499543599860122,2.62394939688946e-07,0.5499482169015938,2.623949521311238e-07,0.5499420739753543,2.614968644711713e-07,0.5603731380703422,2.61496905762847e-07,0.5603671677631533,2.614969470648556e-07,0.5603611975858709,2.609068095153539e-07,0.5698683400144952,2.609068706814718e-07,0.5698625370356504,2.60906931854911e-07,0.5698567341734049
2.742797975695073e-07,0.5499534005485938,2.742798205703889e-07,0.5499472574760437,2.742798435874833e-07,0.5499411145618622,2.724577509463493e-07,0.560372253640841,2.724578312962778e-07,0.5603662833369385,2.724579116669036e-07,0.5603603131654925,2.712557026563907e-07,0.5698676988264211,2.712558227674857e-07,0.5698618958460063,2.712559428932186e-07,0.5698560929905387
2.871398987847536e-07,0.5499526203107125,2.871399102851944e-07,0.5499464772605469,2.871399217937417e-07,0.5499403343559712,2.884577509463493e-07,0.5603713235093709,2.884578312962778e-07,0.5603653532233704,2.884579116669036e-07,0.5603593830649517,2.872557026563907e-07,0.5698669640803289,2.872558227674857e-07,0.5698611611103799,2.872559428932186e-07,0.5698553582633592
3e-07,0.549951869743282,3e-07,0.5499457267027053,3e-07,0.5499395838034394,3e-07,0.5603706602486959,3e-07,0.5603646899823882,3e-07,0.5603587198338147,3e-07,0.5698664639661478,3e-07,0.5698606610012443,3e-07,0.5698548581687025
3.001e-07,0.4304565220882806,3.001e-07,0.4304526726035294,3.001e-07,0.430448823176488,3.001e-07,0.4397616873750007,3.001e-07,0.4397579782415795,3.001e-07,0.4397542691448481,3.001e-07,0.4482861178807733,3.001e-07,0.4482825340335902,3.001e-07,0.4482789502406194
3.001135743559703e-07,0.4176042945927128,3.001135743559703e-07,0.4176006237311434,3.001135743559703e-07,0.4175969529248255,3.001135743559824e-07,0.4267465042807058,3.001135743559824e-07,0.4267429747875368,3.001135743559824e-07,0.4267394453284395,3.001135743558906e-07,0.4351312336258562,3.001135743558906e-07,0.4351278248156736,3.001135743558906e-07,0.4351244160572316
3.001401697836964e-07,0.3972930711486368,3.001401697836281e-07,0.3972895613753905,3.001401697835597e-07,0.3972860516634717,3.001401610718155e-07,0.4060199099305173,3.001401610712246e-07,0.4060165457606115,3.001401610706335e-07,0.4060131816305386,3.001401690890835e-07,0.4140236573997064,3.001401690883569e-07,0.4140204193704944,3.001401690876302e-07,0.4140171813981475
3.001655737939349e-07,0.3856802024640469,3.001655737938624e-07,0.3856765933493635,3.001655737937898e-07,0.385672984312691,3.00165564555811e-07,0.3938707026784843,3.001655645551844e-07,0.3938672457048294,3.001655645545577e-07,0.3938637887872793,3.001655730573758e-07,0.4013911157529012,3.001655730566053e-07,0.4013878057591407,3.001655730558347e-07,0.4013844958369099
3.002077124944209e-07,0.3763952325240663,3.002077124806265e-07,0.3763913547825189,3.002077124668448e-07,0.3763874771356482,3.002076881430233e-07,0.3837891412527009,3.002076881579193e-07,0.3837854151263599,3.002076881728246e-07,0.3837816890732372,3.00207748027057e-07,0.3905751182534268,3.002077479528486e-07,0.3905715568277228,3.002077478786523e-07,0.390567995491388
3.002502151058324e-07,0.3735847110188061,3.002502158636981e-07,0.3735806148527803,3.002502166215963e-07,0.3735765187811114,3.002524328849346e-07,0.3803827245275498,3.00252433751542e-07,0.3803787566598174,3.002524346181817e-07,0.3803747888651827,3.002548289067523e-07,0.3865716991917486,3.002548295255028e-07,0.3865678658263932,3.002548301442685e-07,0.3865640325527895
